,datadate,transaction_no,client_name,country,state,industry,credit_rating,product_category,start_date,end_date,currency,on_bs_amount_aud,off_bs_amount_aud,undrawn_amount_aud,watchlist_stage,department,anzsic_2006_division,anzsic_2006_subdivision,anzsic_2006_group,cpt_industry_classification,ho_industry_classification,product_type,loan_purpose,rating_category,credit_group,security_category,ppp_category,cre_category
221,2020-04-30,57-239-5986,Johns-Gibson,US,TAS,,09,Loan,2023-04-24,2025-04-13,XAF,22355954,2297512,10595169,Stage 2,PER,E,E01,E01c,E,A01,Loan06,General Purpose,BB above,J,Mortgage,,office
222,2020-04-30,20-619-6565,"Batz, Ortiz and Hamill",AU,NSW,Air Freight/Delivery Services,02,Loan,2021-09-18,2025-05-11,IDR,7767900,44962979,28950503,Stage 2,MEL,A,A02,A02d,A,A01,Loan01,General Purpose,No Rating,B,Mortgage,,residential
223,2020-04-30,65-701-2064,"Donnelly, Orn and Koss",GB,ACT,Clothing/Shoe/Accessory Stores,21,Corporate Bond,2020-12-14,2025-11-18,MMK,42054057,17832985,35003500,Stage 2,BNE,D,D03,D03c,D,E01,Corporate Bond04,Internal Refinance,No Rating,D,Guarantee,ppp2,logistics
224,2020-04-30,60-209-8507,"Beatty, Moore and Bradtke",NZ,NSW,Telecommunications Equipment,20,Trade Finance,2021-07-28,2025-10-02,AZN,45551350,38184786,26239542,Stage 1,MEL,C,C04,C04d,C,C01,Trade Finance05,Internal Refinance,No Rating,B,Guarantee,,residential
225,2020-04-30,28-314-5772,Ruecker LLC,US,NSW,Industrial Machinery/Components,10,Loan,2022-03-06,2025-04-06,PHP,5866060,10843299,10799365,,BNE,A,A06,A06a,A,A01,Loan04,General Purpose,BB above,R,Credit,ppp1,hotel
226,2020-04-30,38-703-2123,Mante-Grant,AU,WA,Oil & Gas Production,20,Corporate Bond,2023-08-11,2025-01-31,EUR,30404928,15522722,3833418,Stage 1,SFD,B,B04,B04e,B,F01,Corporate Bond04,General Purpose,No Rating,M,Pledge,,
227,2020-04-30,23-326-1391,"Ryan, Herman and Keebler",HK,NSW,Major Pharmaceuticals,02,Corporate Bond,2021-04-26,2025-06-20,CNY,34650151,21257737,17899774,Stage 1,BNE,B,B06,B06a,B,C01,Corporate Bond06,General Purpose,BB above,R,Guarantee,ppp2,residential
228,2020-04-30,25-158-8111,Carroll-Raynor,US,WA,,20,Trade Finance,2020-07-15,2025-08-29,IDR,5054931,16889932,15493770,,SFD,C,C01,C01e,C,B01,Trade Finance05,External Refinance,BB above,C,Mortgage,,logistics
229,2020-04-30,46-725-3788,"Mosciski, Mraz and Hamill",AU,NSW,Major Chemicals,02,Corporate Bond,2022-03-28,2025-10-28,BRL,30897047,4678796,832735,Stage 1,CBD,C,C01,C01e,C,A01,Corporate Bond04,External Refinance,AA above,M,Pledge,ppp3,logistics
230,2020-04-30,53-938-7984,Stark-Pfeffer,CN,NSW,,18,Loan,2020-04-17,2025-03-22,CNY,38800231,28093468,40297072,Stage 2,TFD,D,D05,D05e,D,F01,Loan01,General Purpose,AA above,S,Pledge,ppp1,logistics
231,2020-04-30,50-502-4550,Cremin Inc,CN,ACT,Services-Misc. Amusement & Recreation,17,Corporate Bond,2020-08-24,2025-11-29,ALL,25469117,8144700,47960705,Stage 2,TFD,F,F04,F04b,F,C01,Corporate Bond01,General Purpose,AA above,C,Pledge,ppp3,office
232,2020-04-30,34-439-7567,Jones-Hegmann,CN,WA,Computer Software: Prepackaged Software,13,Trade Finance,2021-10-20,2025-09-13,CNY,44261869,33990029,46615778,Stage 1,MEL,E,E02,E02b,E,A01,Trade Finance04,General Purpose,BB above,J,Credit,ppp4,logistics
233,2020-04-30,96-475-1718,Pacocha-Hodkiewicz,HK,QLD,Restaurants,15,Loan,2023-09-08,2025-10-06,IDR,47267917,7255978,36441654,,TFD,A,A01,A01e,A,C01,Loan01,External Refinance,AA above,P,Mortgage,ppp3,
234,2020-04-30,34-307-9208,"Deckow, Grimes and Mills",NZ,QLD,Industrial Machinery/Components,03,Loan,2022-02-20,2025-05-26,IDR,32099361,29947309,33985581,Stage 1,TFD,E,E04,E04e,E,D01,Loan02,Internal Refinance,AA above,D,Credit,ppp4,hotel
235,2020-04-30,95-231-4480,Anderson Inc,AU,WA,Oil/Gas Transmission,21,Corporate Bond,2021-01-18,2025-10-08,CNY,23242441,16307808,11047867,Stage 2,MEL,E,E03,E03a,E,B01,Corporate Bond02,Internal Refinance,AA above,A,Pledge,ppp4,logistics
236,2020-04-30,84-315-8214,"Brakus, Feil and Schamberger",CN,VIC,,03,Loan,2020-11-11,2025-03-25,IDR,31413665,10894934,33342970,,MEL,B,B04,B04a,B,E01,Loan01,General Purpose,BB above,B,Mortgage,,office
237,2020-04-30,44-968-4398,"Dach, Wehner and Howe",US,QLD,Plastic Products,18,Corporate Bond,2021-06-07,2025-02-17,MKD,3255893,48849061,48342325,,TFD,A,A02,A02e,A,D01,Corporate Bond02,General Purpose,No Rating,D,Pledge,,
238,2020-04-30,13-001-4042,White LLC,US,VIC,Major Pharmaceuticals,04,Corporate Bond,2023-10-15,2025-05-25,UAH,18418067,38566784,43403508,Stage 1,TFD,D,D04,D04a,D,F01,Corporate Bond02,External Refinance,BB above,W,Pledge,ppp3,logistics
239,2020-04-30,13-153-0757,D'Amore LLC,US,QLD,Biotechnology: Biological Products (No Diagnostic Substances),07,Trade Finance,2023-02-24,2025-03-20,EUR,10307960,49477183,22257191,Stage 1,CBD,A,A02,A02d,A,C01,Trade Finance06,Internal Refinance,No Rating,D,Guarantee,,residential
240,2020-04-30,27-683-8817,"Douglas, Christiansen and Braun",NZ,ACT,Medical/Nursing Services,05,Loan,2022-05-17,2024-12-11,BRL,36835617,9946114,38268057,Stage 1,TFD,D,D02,D02d,D,E01,Loan06,General Purpose,AA above,D,Pledge,ppp3,logistics
241,2020-04-30,61-494-3186,"Schoen, Ritchie and Kreiger",NZ,QLD,Industrial Machinery/Components,06,Loan,2021-09-12,2024-12-20,EUR,27090142,1334883,15905851,,SFD,B,B06,B06f,B,E01,Loan02,Internal Refinance,BB above,S,Pledge,,
242,2020-04-30,95-454-9399,Farrell Inc,HK,TAS,,09,Corporate Bond,2020-10-26,2025-07-01,CAD,6022518,37832265,36126866,Stage 1,MEL,B,B01,B01c,B,A01,Corporate Bond02,External Refinance,No Rating,F,Credit,ppp1,residential
243,2020-04-30,21-801-9463,"Will, Renner and Abbott",US,TAS,Automotive Aftermarket,15,Loan,2023-03-18,2025-06-21,CNY,9836638,29744894,20323179,Stage 2,BNE,C,C05,C05f,C,C01,Loan05,General Purpose,No Rating,W,Pledge,ppp1,office
244,2020-04-30,59-343-7012,Dibbert-Nader,GB,ACT,Automotive Aftermarket,20,Corporate Bond,2020-05-15,2025-08-31,CNY,25930244,2870179,13122253,,SFD,B,B04,B04c,B,F01,Corporate Bond04,General Purpose,AA above,D,Credit,ppp3,
245,2020-04-30,40-518-0059,Wiza Inc,CN,WA,,01,Corporate Bond,2023-06-11,2025-07-22,IDR,15876411,2755486,3861748,Stage 2,PER,F,F02,F02d,F,C01,Corporate Bond04,External Refinance,AA above,W,Mortgage,,logistics
246,2020-04-30,67-854-7135,"Rolfson, MacGyver and Walsh",US,TAS,Electric Utilities: Central,16,Trade Finance,2022-11-26,2025-01-22,IDR,30356176,25520085,28842489,,PER,D,D01,D01d,D,B01,Trade Finance04,External Refinance,AA above,R,Credit,ppp4,residential
247,2020-04-30,54-629-3502,Shields Group,HK,WA,Telecommunications Equipment,03,Trade Finance,2021-07-01,2025-06-06,YER,35742197,45896633,39080787,Stage 2,MEL,C,C05,C05d,C,A01,Trade Finance06,External Refinance,AA above,S,Mortgage,ppp3,hotel
248,2020-04-30,49-228-5543,"Waelchi, Ernser and Welch",GB,QLD,Real Estate Investment Trusts,06,Loan,2022-03-03,2025-03-14,CNY,31791640,22427572,3317907,,BNE,E,E05,E05a,E,D01,Loan03,External Refinance,AA above,W,Pledge,ppp2,logistics
249,2020-04-30,89-924-5784,Schneider-Boyle,GB,VIC,Telecommunications Equipment,15,Loan,2019-12-06,2025-10-17,NAD,20357205,41241129,37927221,,CBD,B,B05,B05f,B,B01,Loan04,External Refinance,AA above,S,Mortgage,ppp4,
250,2020-05-29,52-189-7541,"Hettinger, Kshlerin and Smitham",HK,ACT,Investment Managers,03,Corporate Bond,2021-07-28,2025-10-28,RUB,41659921,5147390,8658304,Stage 2,BNE,B,B01,B01f,B,A01,Corporate Bond05,External Refinance,BB above,H,Guarantee,ppp3,hotel
251,2020-05-29,53-008-5749,"Hane, Pouros and Metz",US,NSW,Major Pharmaceuticals,21,Trade Finance,2020-07-27,2024-12-09,TWD,18401978,16359279,48751861,Stage 2,BNE,D,D02,D02d,D,B01,Trade Finance04,Internal Refinance,AA above,H,Guarantee,ppp4,logistics
252,2020-05-29,01-616-2424,"Wuckert, Mueller and Hudson",GB,NSW,Electrical Products,02,Corporate Bond,2023-07-15,2025-01-25,EUR,28125503,324171,16201618,Stage 2,MEL,C,C04,C04b,C,E01,Corporate Bond04,General Purpose,BB above,W,Pledge,,logistics
253,2020-05-29,55-690-1523,"Jacobs, Miller and Hartmann",GB,NSW,,17,Loan,2021-11-21,2025-12-01,IDR,10160836,6228506,1857385,,PER,C,C03,C03d,C,B01,Loan05,External Refinance,BB above,J,Pledge,ppp1,hotel
254,2020-05-29,80-075-8653,"Schamberger, Hilpert and Schiller",NZ,QLD,Hotels/Resorts,06,Corporate Bond,2022-02-11,2025-01-31,BRL,37853050,15732165,35924851,Stage 2,CBD,E,E03,E03d,E,C01,Corporate Bond03,Internal Refinance,AA above,S,Guarantee,ppp4,hotel
255,2020-05-29,16-313-4614,Hilpert-Rogahn,NZ,VIC,,21,Loan,2022-01-26,2025-03-16,MXN,9371100,17491846,29118150,Stage 2,SFD,A,A02,A02e,A,E01,Loan06,Internal Refinance,AA above,H,Mortgage,ppp2,residential
256,2020-05-29,32-339-8876,"Tremblay, Wisoky and Kunze",AU,VIC,Medical/Dental Instruments,14,Loan,2021-06-21,2025-10-09,MGA,21931536,21998147,32018283,Stage 1,SFD,C,C02,C02b,C,F01,Loan05,Internal Refinance,No Rating,T,Mortgage,ppp4,office
257,2020-05-29,30-876-8860,Hamill Inc,NZ,VIC,Natural Gas Distribution,06,Loan,2020-02-18,2025-07-11,USD,2831807,25827102,32189781,,PER,F,F05,F05d,F,C01,Loan03,External Refinance,BB above,H,Mortgage,ppp4,logistics
258,2020-05-29,92-847-6213,Becker-Wisozk,GB,QLD,,05,Corporate Bond,2022-01-09,2025-02-24,CNY,334117,47021868,20755789,Stage 2,MEL,E,E04,E04d,E,B01,Corporate Bond03,External Refinance,No Rating,B,Guarantee,ppp4,logistics
259,2020-05-29,44-607-8028,Hammes Group,HK,ACT,Major Pharmaceuticals,10,Loan,2023-11-23,2025-08-20,EUR,29783287,5337687,25364444,Stage 1,PER,A,A03,A03b,A,A01,Loan06,Internal Refinance,BB above,H,Pledge,ppp2,office
260,2020-05-29,64-812-5015,Swift and Sons,GB,TAS,Electric Utilities: Central,16,Corporate Bond,2023-02-10,2025-04-20,USD,8689243,4599780,27929497,,PER,D,D03,D03c,D,B01,Corporate Bond03,General Purpose,AA above,S,Credit,ppp2,
261,2020-05-29,21-667-6122,"Kshlerin, Volkman and Fahey",US,TAS,Department/Specialty Retail Stores,02,Loan,2020-07-30,2025-10-04,MYR,47745909,45500881,42634813,,BNE,F,F02,F02d,F,E01,Loan02,General Purpose,No Rating,K,Pledge,ppp4,residential
262,2020-05-29,82-029-4624,"Kuhn, Davis and Douglas",CN,ACT,Biotechnology: Biological Products (No Diagnostic Substances),09,Loan,2021-04-22,2025-06-05,PKR,25259781,389711,17588842,Stage 2,SFD,E,E04,E04d,E,B01,Loan02,External Refinance,No Rating,K,Guarantee,ppp3,logistics
263,2020-05-29,43-638-5082,"Emard, Altenwerth and Strosin",HK,WA,Other Consumer Services,19,Loan,2022-01-02,2025-07-16,COP,40817171,37924468,19480856,Stage 1,MEL,D,D04,D04c,D,C01,Loan06,External Refinance,BB above,E,Mortgage,,logistics
264,2020-05-29,45-164-1596,Aufderhar Inc,US,VIC,,19,Trade Finance,2021-03-23,2025-04-22,CNY,37549668,41027525,20515382,Stage 1,CBD,D,D06,D06b,D,C01,Trade Finance04,External Refinance,No Rating,A,Mortgage,ppp4,office
265,2020-05-29,31-395-5442,Ledner-Schroeder,US,ACT,Major Pharmaceuticals,16,Corporate Bond,2020-02-08,2025-01-10,USD,4962967,1440556,11605937,Stage 2,SFD,F,F05,F05f,F,B01,Corporate Bond01,Internal Refinance,AA above,L,Mortgage,ppp1,office
266,2020-05-29,14-041-5019,Bednar-Bogan,HK,ACT,,09,Loan,2021-02-12,2025-05-23,SEK,42722817,18934210,19040613,Stage 1,CBD,B,B02,B02f,B,A01,Loan05,External Refinance,No Rating,B,Credit,ppp2,office
267,2020-05-29,56-854-4613,Ebert Group,NZ,QLD,Medical/Dental Instruments,04,Trade Finance,2023-02-05,2025-11-04,CNY,8807522,49584326,6070798,Stage 2,BNE,D,D04,D04d,D,B01,Trade Finance01,General Purpose,BB above,E,Credit,ppp3,office
268,2020-05-29,65-383-5246,"King, Boehm and Keebler",AU,NSW,Telecommunications Equipment,19,Corporate Bond,2022-09-19,2025-10-20,USD,15903266,6213898,8525933,Stage 2,PER,A,A06,A06b,A,D01,Corporate Bond02,External Refinance,No Rating,K,Guarantee,ppp4,hotel
269,2020-05-29,80-272-2155,"Runolfsdottir, Rowe and Raynor",AU,NSW,Major Pharmaceuticals,03,Corporate Bond,2020-01-03,2025-02-07,ARS,2325372,15904121,35678698,Stage 2,TFD,E,E05,E05e,E,C01,Corporate Bond01,General Purpose,No Rating,R,Mortgage,,residential
270,2020-05-29,02-444-6402,Hettinger and Sons,AU,ACT,Telecommunications Equipment,15,Corporate Bond,2023-01-29,2025-02-15,EUR,21978674,14347850,46673839,,SFD,C,C06,C06e,C,C01,Corporate Bond04,External Refinance,BB above,H,Guarantee,ppp3,logistics
271,2020-05-29,57-990-5128,"Kub, Runte and Luettgen",HK,TAS,,01,Corporate Bond,2020-06-20,2025-05-16,PHP,18944008,6882475,906307,Stage 2,SFD,A,A01,A01d,A,D01,Corporate Bond05,Internal Refinance,BB above,K,Mortgage,ppp1,residential
272,2020-05-29,35-689-1274,Rowe-Hintz,AU,NSW,Computer Software: Prepackaged Software,20,Loan,2020-08-28,2025-04-14,IDR,27525764,27078140,32158828,Stage 1,BNE,B,B02,B02c,B,B01,Loan05,External Refinance,No Rating,R,Credit,,office
273,2020-05-29,36-453-6263,Sporer Group,US,TAS,Finance: Consumer Services,19,Corporate Bond,2023-02-18,2025-10-12,CNY,30906194,2286136,32657667,,PER,B,B01,B01a,B,E01,Corporate Bond04,External Refinance,No Rating,S,Guarantee,,residential
274,2020-05-29,90-688-7823,Greenfelder and Sons,GB,ACT,Real Estate,08,Loan,2022-09-06,2025-03-27,RUB,24397956,41543856,38476282,,TFD,E,E01,E01e,E,B01,Loan03,Internal Refinance,AA above,G,Credit,ppp1,hotel
275,2020-05-29,55-364-3470,Murray-Gulgowski,US,WA,Business Services,08,Corporate Bond,2021-08-23,2024-12-11,PHP,14740033,46450667,31883783,Stage 1,PER,C,C02,C02c,C,D01,Corporate Bond02,General Purpose,AA above,M,Pledge,ppp3,residential
276,2020-05-29,40-382-4231,Pacocha-Huels,CN,WA,Biotechnology: Laboratory Analytical Instruments,03,Loan,2021-06-14,2025-07-06,UAH,6069169,17460030,49758822,Stage 2,CBD,D,D01,D01c,D,E01,Loan02,General Purpose,AA above,P,Pledge,,
277,2020-05-29,83-473-0556,Dietrich and Sons,AU,ACT,Power Generation,08,Corporate Bond,2023-10-07,2025-01-15,EUR,42894080,17623233,7185745,Stage 1,BNE,F,F03,F03e,F,B01,Corporate Bond01,Internal Refinance,AA above,D,Mortgage,ppp1,residential
278,2020-05-29,13-647-8707,Kunze-Bartoletti,HK,TAS,,21,Corporate Bond,2022-09-15,2025-02-03,VND,26584989,31184761,10573934,Stage 1,BNE,E,E05,E05c,E,E01,Corporate Bond03,Internal Refinance,No Rating,K,Guarantee,ppp3,residential
279,2020-05-29,22-930-2245,"Nienow, Bosco and Kozey",AU,VIC,,10,Loan,2022-01-30,2024-12-15,CNY,49620479,9328412,20666864,Stage 1,BNE,F,F06,F06b,F,A01,Loan05,External Refinance,No Rating,N,Pledge,,office
280,2020-05-29,38-001-8100,Brown Inc,GB,TAS,Hotels/Resorts,13,Trade Finance,2020-05-07,2025-04-14,CNY,34509467,17416120,39374140,,BNE,F,F06,F06d,F,D01,Trade Finance05,Internal Refinance,No Rating,B,Credit,ppp3,residential
281,2020-05-29,95-220-7424,Schoen LLC,HK,VIC,,16,Trade Finance,2021-07-30,2025-10-29,RUB,35258084,41109793,34688209,,BNE,B,B06,B06c,B,F01,Trade Finance02,External Refinance,AA above,S,Guarantee,,residential
282,2020-05-29,26-707-9729,Hegmann and Sons,HK,TAS,,21,Trade Finance,2022-10-10,2024-12-28,JPY,15342060,24334387,25171615,Stage 1,MEL,D,D05,D05b,D,B01,Trade Finance05,External Refinance,BB above,H,Credit,ppp3,office
283,2020-05-29,73-701-9578,"Fisher, Muller and Moore",NZ,NSW,Real Estate Investment Trusts,14,Loan,2021-07-23,2025-03-15,PHP,7744911,13370047,17199685,Stage 2,PER,F,F03,F03e,F,E01,Loan02,General Purpose,AA above,F,Credit,ppp2,logistics
284,2020-05-29,47-826-8732,"Gleason, Weber and Gerlach",CN,TAS,Multi-Sector Companies,06,Trade Finance,2022-10-31,2025-11-13,CNY,47455528,30261716,15347427,Stage 2,MEL,F,F01,F01a,F,E01,Trade Finance05,General Purpose,No Rating,G,Credit,ppp3,hotel
285,2020-05-29,47-921-7913,Koepp LLC,CN,QLD,,19,Loan,2022-02-12,2025-09-12,EUR,25891443,36735743,4779330,Stage 1,SFD,C,C04,C04e,C,C01,Loan02,General Purpose,AA above,K,Pledge,ppp3,office
286,2020-05-29,65-809-5508,Hickle and Sons,NZ,NSW,Major Chemicals,14,Trade Finance,2023-11-26,2025-10-04,PKR,31600385,6188817,44678243,Stage 1,PER,D,D03,D03e,D,C01,Trade Finance02,External Refinance,No Rating,H,Credit,ppp4,hotel
287,2020-05-29,82-672-7015,"Block, Vandervort and Gerhold",AU,VIC,Medical Specialities,19,Loan,2023-07-13,2025-08-21,EUR,40139743,348545,42588257,Stage 1,TFD,C,C03,C03a,C,F01,Loan05,General Purpose,No Rating,B,Mortgage,,
288,2020-05-29,89-719-2356,Smitham Group,NZ,NSW,Major Pharmaceuticals,04,Loan,2023-07-29,2025-04-22,BRL,20533437,41104500,7836308,,PER,F,F01,F01c,F,E01,Loan01,External Refinance,BB above,S,Pledge,ppp3,office
289,2020-05-29,71-035-0338,Treutel-Hagenes,NZ,WA,Food Chains,07,Corporate Bond,2019-12-31,2025-02-14,EUR,49166085,16854131,8704904,Stage 2,CBD,A,A04,A04d,A,F01,Corporate Bond06,General Purpose,BB above,T,Pledge,ppp4,residential
290,2020-05-29,12-862-7410,Rowe Inc,AU,TAS,,21,Loan,2020-10-31,2025-02-06,CNY,23905959,20490610,33048454,,BNE,D,D01,D01b,D,C01,Loan05,External Refinance,No Rating,R,Credit,ppp4,office
291,2020-05-29,97-784-1907,Beahan-Cummerata,HK,TAS,Semiconductors,10,Loan,2023-01-01,2025-04-19,PHP,21637299,43167414,48218527,Stage 1,SFD,D,D02,D02f,D,F01,Loan02,General Purpose,AA above,B,Credit,ppp1,residential
292,2020-05-29,44-905-1360,Wilderman LLC,NZ,VIC,,14,Trade Finance,2023-06-13,2025-02-17,RUB,48446977,9041551,14306843,,TFD,B,B03,B03a,B,D01,Trade Finance01,External Refinance,AA above,W,Guarantee,ppp3,residential
293,2020-05-29,32-701-6105,Ullrich-Cormier,US,VIC,EDP Services,01,Corporate Bond,2022-02-15,2025-05-01,IDR,32875008,49255797,14964468,Stage 2,MEL,B,B01,B01c,B,D01,Corporate Bond02,General Purpose,No Rating,U,Guarantee,ppp1,hotel
294,2020-05-29,69-588-7428,Aufderhar LLC,US,WA,Semiconductors,04,Trade Finance,2022-05-12,2025-07-14,EUR,18554133,48692580,24942226,,TFD,F,F04,F04e,F,C01,Trade Finance05,General Purpose,No Rating,A,Credit,ppp3,residential
295,2020-05-29,65-458-8905,"Lockman, Zulauf and Wyman",AU,TAS,,20,Corporate Bond,2020-09-21,2025-04-29,SEK,45794825,28882697,13875351,Stage 2,PER,C,C03,C03f,C,D01,Corporate Bond04,External Refinance,AA above,L,Pledge,ppp4,residential
296,2020-05-29,78-952-8607,"Bernier, Hammes and O'Conner",US,QLD,,09,Trade Finance,2020-12-04,2025-09-05,RSD,21471011,33350873,29162109,Stage 2,SFD,B,B03,B03a,B,D01,Trade Finance06,Internal Refinance,No Rating,B,Guarantee,ppp4,hotel
297,2020-05-29,41-282-7362,Stracke and Sons,US,TAS,Finance: Consumer Services,16,Trade Finance,2021-03-15,2025-10-24,COP,32867688,12938799,22944082,Stage 1,SFD,C,C03,C03a,C,C01,Trade Finance05,Internal Refinance,No Rating,S,Credit,ppp4,logistics
298,2020-05-29,53-223-4759,Buckridge-Watsica,NZ,TAS,Packaged Foods,11,Trade Finance,2023-06-05,2024-12-09,BZD,46251359,29244280,16312221,,BNE,A,A01,A01c,A,F01,Trade Finance02,External Refinance,No Rating,B,Credit,ppp3,office
299,2020-05-29,27-107-1397,Frami-Will,GB,ACT,,12,Trade Finance,2020-01-19,2025-06-12,PHP,36479102,36061826,34142327,,BNE,F,F06,F06d,F,F01,Trade Finance01,External Refinance,No Rating,F,Mortgage,ppp1,hotel
300,2020-06-30,10-333-8515,"Adams, Windler and Rolfson",NZ,QLD,Railroads,21,Trade Finance,2023-05-06,2025-05-17,CNY,12010372,23584899,30491614,,CBD,B,B05,B05e,B,B01,Trade Finance06,Internal Refinance,No Rating,A,Pledge,ppp1,hotel
301,2020-06-30,95-656-9031,Bechtelar and Sons,HK,TAS,"Computer Software: Programming, Data Processing",03,Corporate Bond,2023-10-02,2025-08-11,KMF,41969521,39682947,33957406,Stage 1,CBD,E,E01,E01b,E,B01,Corporate Bond03,External Refinance,BB above,B,Guarantee,ppp3,
302,2020-06-30,79-982-3790,"Gleichner, Schowalter and Boehm",US,QLD,Semiconductors,10,Loan,2021-04-15,2025-03-26,ZAR,40196226,17567217,27629551,Stage 2,PER,D,D04,D04e,D,B01,Loan04,External Refinance,BB above,G,Guarantee,ppp3,residential
303,2020-06-30,34-803-3039,"Green, Howell and Hagenes",GB,QLD,,11,Corporate Bond,2023-03-12,2025-01-13,BYR,18345504,40593513,21593347,,SFD,A,A02,A02a,A,A01,Corporate Bond04,General Purpose,BB above,G,Credit,ppp1,office
304,2020-06-30,93-822-7826,Adams Inc,NZ,VIC,Coal Mining,14,Loan,2023-08-16,2025-04-19,PHP,16716493,47779800,46260710,Stage 1,MEL,F,F02,F02f,F,F01,Loan05,Internal Refinance,BB above,A,Guarantee,ppp2,office
305,2020-06-30,65-377-8500,"Rowe, Renner and Borer",HK,TAS,Specialty Chemicals,14,Trade Finance,2020-08-07,2025-04-11,BRL,17430760,21424005,16230591,Stage 1,PER,B,B06,B06c,B,D01,Trade Finance06,External Refinance,AA above,R,Credit,ppp4,office
306,2020-06-30,55-279-2532,"Rippin, Bailey and Koch",HK,WA,Restaurants,18,Corporate Bond,2021-10-25,2025-04-29,IDR,16199263,5865819,45913941,,MEL,F,F01,F01d,F,E01,Corporate Bond02,General Purpose,AA above,R,Credit,ppp3,office
307,2020-06-30,14-502-8163,Larkin-Leuschke,CN,NSW,,19,Trade Finance,2023-02-25,2025-11-17,CZK,46630805,38081115,2906224,Stage 2,CBD,E,E04,E04d,E,D01,Trade Finance06,General Purpose,AA above,L,Mortgage,ppp1,office
308,2020-06-30,51-293-7027,Hirthe-Mayer,AU,QLD,Military/Government/Technical,10,Corporate Bond,2020-08-13,2025-08-26,RUB,9399978,6798768,34606635,Stage 1,BNE,E,E01,E01e,E,A01,Corporate Bond01,External Refinance,BB above,H,Pledge,ppp3,residential
309,2020-06-30,53-120-3676,Heathcote Group,HK,ACT,EDP Services,20,Corporate Bond,2020-05-08,2025-10-10,PLN,33976906,6651858,24843278,Stage 1,TFD,F,F06,F06d,F,C01,Corporate Bond01,External Refinance,AA above,H,Credit,ppp2,
310,2020-06-30,94-930-0888,Balistreri LLC,CN,QLD,Major Pharmaceuticals,09,Corporate Bond,2023-05-14,2025-04-18,CNY,16989461,30082981,44810893,Stage 1,PER,B,B01,B01f,B,C01,Corporate Bond02,Internal Refinance,AA above,B,Guarantee,ppp3,residential
311,2020-06-30,74-309-4085,"Osinski, Satterfield and Williamson",GB,VIC,Real Estate Investment Trusts,06,Trade Finance,2021-04-10,2025-10-11,BRL,38072192,34968670,30690327,Stage 2,BNE,F,F01,F01a,F,B01,Trade Finance02,External Refinance,BB above,O,Pledge,ppp1,residential
312,2020-06-30,22-476-2524,"Okuneva, Gottlieb and Mayer",AU,QLD,Home Furnishings,10,Trade Finance,2021-12-22,2025-10-30,EGP,45805247,26874327,4630131,,PER,E,E03,E03e,E,D01,Trade Finance02,External Refinance,No Rating,O,Guarantee,ppp2,hotel
313,2020-06-30,04-952-7417,"Mills, Baumbach and Welch",AU,QLD,Hotels/Resorts,14,Loan,2021-10-05,2025-05-05,BRL,23036656,16902730,48152331,Stage 2,SFD,A,A05,A05c,A,C01,Loan02,Internal Refinance,AA above,M,Credit,ppp1,office
314,2020-06-30,95-216-1513,Kling-Hoeger,HK,VIC,Newspapers/Magazines,01,Corporate Bond,2022-04-07,2025-01-01,CUP,24886006,21749601,2038685,Stage 2,TFD,C,C01,C01b,C,C01,Corporate Bond04,External Refinance,AA above,K,Mortgage,ppp3,hotel
315,2020-06-30,57-992-6663,McKenzie-Windler,NZ,NSW,Medical Specialities,04,Loan,2022-05-03,2025-08-25,IDR,6659292,26543117,20553215,Stage 1,MEL,D,D03,D03b,D,E01,Loan02,External Refinance,BB above,M,Mortgage,,office
316,2020-06-30,96-958-9444,Robel Group,US,QLD,Major Banks,01,Trade Finance,2020-10-27,2025-04-05,CNY,43069170,3825227,33871310,Stage 2,SFD,F,F03,F03f,F,E01,Trade Finance06,Internal Refinance,AA above,R,Pledge,ppp4,logistics
317,2020-06-30,87-855-9474,Brown-Kautzer,HK,VIC,Real Estate Investment Trusts,05,Loan,2023-06-02,2025-08-19,RSD,7435146,13723621,27221263,,SFD,D,D02,D02f,D,D01,Loan03,Internal Refinance,BB above,B,Pledge,,logistics
318,2020-06-30,15-987-6699,Champlin-Hahn,NZ,ACT,Restaurants,01,Trade Finance,2020-08-26,2025-10-04,ARS,16184031,19033732,38941380,Stage 1,MEL,E,E03,E03d,E,F01,Trade Finance04,General Purpose,No Rating,C,Mortgage,,office
319,2020-06-30,87-631-4241,Legros-Haley,CN,WA,,17,Corporate Bond,2022-12-04,2025-07-04,LTL,17479396,10794771,866273,Stage 1,SFD,B,B05,B05f,B,A01,Corporate Bond03,External Refinance,No Rating,L,Guarantee,ppp4,office
320,2020-06-30,50-685-4960,Prohaska Inc,AU,TAS,Oil & Gas Production,19,Corporate Bond,2023-10-04,2025-06-22,RUB,44433668,40235018,46243173,Stage 2,CBD,C,C06,C06c,C,B01,Corporate Bond02,General Purpose,AA above,P,Pledge,ppp3,residential
321,2020-06-30,76-216-4498,Brakus Group,CN,WA,Real Estate Investment Trusts,20,Corporate Bond,2020-08-16,2025-07-07,CNY,7892093,3415118,46896923,Stage 1,SFD,B,B04,B04c,B,D01,Corporate Bond05,General Purpose,No Rating,B,Credit,,logistics
